,title,company_name,location,via,description,thumbnail,extensions,job_id,posted_at,schedule_type,commute_time,work_from_home,date_time,search_term,search_location
0,Senior UX/UI Designer,Artis IT,"Bristol, UK",via Recruit.net,"Senior UX/UI Designer required by our market leading client in Bristol who offer a hybrid working model. The Senior UX/UI Designer will ensure that user experience is an integral part of our clients approach. You will play a critical role in designing exceptional user experiences as part of a dedicated UX team reporting to the UX/UI Design Manager.

This role will suit someone who strives to learn a...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJMMSM3JVIY8PKn3JqstTUcODytm3gCiug77YSW8Y&s,"['2 days ago', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJTZW5pb3IgVVgvVUkgRGVzaWduZXIiLCJodGlkb2NpZCI6IjcyYzRuRW9jV09BQUFBQUFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0llUW5KcGMzUnZiQ3hGYm1kc1lXNWtMRlZ1YVhSbFpDQkxhVzVuWkc5dCIsImdsIjoidXMiLCJobCI6ImVuIiwiZmMiOiJFdUlCQ3FJQlFVRjBWbXhpUVZadGRFRTNUVjgwYUhONWNuTTBRbFF5UVVjdFRqaHFOWEZCVURFeWNXTmliV056VjFOT1VEQnJXVkI2U1VsTloweHdORjkzUTJReGJrSldObEV6YVRCcWNqRndjWFoyU2xkTVJ6TktlVXBwTjA1b1ExSm1ia1V5Y0Rsc05sZHRhRk5hYlRNMlZXUm1jV2d0WVdsWmVUbGhXRmMzVlc1UVJIUnJNMWxFUjJGek9GbFdYMjlqU3psaE9HWmhiMlUzU1RKS1gzWm1Wa0p6ZEVaQkVoZG9RMU5XV1Y5aFFreGxObmR4ZEhOUWIzQnhRbWRCWnhvaVFVUlZlVVZIWTNoeGN6VjNSMkV6T0U0M01TMUtPRUpPU25oS09ITkdTRGt0UVEiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfUFwcGx5IG9uIFJlY3J1aXQubmV0IiwibGluayI6Imh0dHBzOi8vd3d3LnJlY3J1aXQubmV0L2pvYi91eC11aS1kZXNpZ25lci1qb2JzLzhFNzhGRUM0OENBNzI2OTQ/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,2 days ago,Full-time,,,2022-12-11 00:29:57.451106,ui ux designer,Bristol
1,Associate UI / UX Artist,Sumo Group,"Bristol, United Kingdom",via Lever,"Role @ Auroch Digitial:

Auroch Digital is looking to hire a Associate UI & UX Artist who will help push the art of our game projects to the next level.

The ideal candidate will have experience of game production cycles, specifically in creating detailed, usable concepts for game assets.

Responsibilities:
• Create mood-boards, wireframes, sketches and storyboards.
• Creating working prototypes to demonstrate a User Experience flow before UI design.
• Create polished UI mock-ups in Photoshop from the UX groundwork.
• Export these assets ready for implementation into games.
• Working closely with the project’s team to create a design that is accessible and excellent to use and interact with.

Requirements:
• Passion for games.
• Proficient 2D skills.
• Adobe Photoshop and Illustrator experience.
• Interest in learning UX tools such as Figma.
• Interest in accessibility and inclusivity in design.

Desirable:
• Previous experience of games jams or personal projects involving UI.
• A... desire to learn UI implementation and/ or User Experience design",,"['6 min', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJBc3NvY2lhdGUgVUkgLyBVWCBBcnRpc3QiLCJodGlkb2NpZCI6ImhlVE9uQUNYTEVjQUFBQUFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0llUW5KcGMzUnZiQ3hGYm1kc1lXNWtMRlZ1YVhSbFpDQkxhVzVuWkc5dCIsImdsIjoidXMiLCJobCI6ImVuIiwiZmMiOiJFb3dDQ3N3QlFVRjBWbXhpUWpCdk4wVnVaSFJaUTNsRWNXaEVlRXRwT0VOcVprMVpPVXBJZVRScWVGaEVlV0ZET0hRd2NXMUtaM1V6V2tKUU1IZERUR2xPZFd4c05HZFFaMUJQYnpoV1UzRkxMUzFqVVUweFRYcEVibkE0VFV4cGNrTldUbTVpWWxkelEzTnBVWFIwYmsxTVJ6Vk5lSE5UWlU4d2VWcDJkRU53ZDJ0b1dXMWZiMmxFTWtsa1dFTnhUbGxDVTFNMGFsZFlXak5CWkZSNE1FdG5YMmMyY25CSGRXaDJOa2hqUmxoZmQyUnZPRGg2ZVdJMGJVTlRTbXhLYUZoQ05YRkVaVXhCUWxONlJGSmFWbFI0RWhkb1ExTldXVjloUWt4bE5uZHhkSE5RYjNCeFFtZEJaeG9pUVVSVmVVVkhZMjFoY2tKd2ExbEZUV3BXWldSTVlqSk5ZazV1WTJsblpEbDNVUSIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gTGV2ZXIiLCJsaW5rIjoiaHR0cHM6Ly9qb2JzLmxldmVyLmNvL3N1bW8tZGlnaXRhbC9mYTMzNDA5Yy0wYzFkLTQ0NTAtYTk5OC02YmI1NmU4NGIyYjc/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,,Full-time,6 min,,2022-12-11 00:29:57.451106,ui ux designer,Bristol
2,Junior to Mid-level UX Designer,Avanti,"Bradford-on-Avon, UK",via WREG Jobs,"Junior to Mid-level UX Designer, Office based / some hybrid working, Near Bath (Somerset)

Avanti Recruitment is currently partnering with a top digital agency based in Bradford on Avon.

This role is for an up-and-coming UX professional who champions design thinking and UX best practice or has a strong interest in UX Design with a good portfolio. You will support with UX strategy, customer journeys etc. You will have a collaborative approach to UX / UI Design.

The role offers an amazing opportunity to join a friendly and successful UX/UI team. There is so much good stuff to be done!

Requirements;
• Experience in User ExperienceThe ideal would be experience of designing complex, web-based applications / designing some cool websites from a UX perspective
• Good portfolio and track record of innovative UX Design

Key responsibilities (Support the Lead UX Designer with the following duties);
• Design the UX for company software platform
• Collaborate closely with research, design and... product teams to help identify emerging digital trends
• Gather complex business, product and technical requirements
• Conduct research associated with user goals, behaviours and needs
• Apply a Design Thinking approach in creating design solutions
• Lead initiatives and work collaboratively with product owners, developers and other UX Design Team members
• Create conceptual models based on requirements, user workflows, journey maps and Information Architecture

For more information about the role and company and the interview process, apply online and feel free to get in touch with Mike Walton at Avanti",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT77XaRVXvH3ePUANkeWQi1HqFZPvxAArrE1-ozipbuf8p7FcgBs60c&s,"['1 day ago', '£28K–£38K a year', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJKdW5pb3IgdG8gTWlkLWxldmVsIFVYIERlc2lnbmVyIiwiaHRpZG9jaWQiOiI3RVhyZjlGYk5YNEFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJZVFuSnBjM1J2YkN4RmJtZHNZVzVrTEZWdWFYUmxaQ0JMYVc1blpHOXQiLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRXZjQkNyY0JRVUYwVm14aVFrZEhZVUZ3UTBFM1NqRXRNSEJRVEVaVFoybHdPREZhTlhkeVkyTTVVVGR3UVVocmFEWXlXRUpXYW5CVVp6aFlUWEk0WlRRMU5EaHFVVzkxU2tadVZqWnhjM0I2WlMxdGFIRmFXR1pPTUVnMVQwWlNSbTh4ZDBreVUyUk1ZVzR4VURCZlpucHFRVTE1Y1RsVGFsWm5haTAxVUZoNGIxUkpjbnBFWHpWT05rWjRWRzU1VWpRek5uVjNPRlpvTW5WdE9GUk5iMDgzWkZaZmJUTjFWVzlCUmxFMFlsQjNiRUo0ZFdaRVpGbEpjalJyRWhkb1ExTldXVjloUWt4bE5uZHhkSE5RYjNCeFFtZEJaeG9pUVVSVmVVVkhZMXBEVkZJNWMzWlRRbk5EWVRkbmVYcHhZMnN0UlV0U1kzbFRkdyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzQiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gV1JFRyBKb2JzIiwibGluayI6Imh0dHBzOi8vam9icy53cmVnLmNvbS9qb2JzL2p1bmlvci10by1taWQtbGV2ZWwtdXgtZGVzaWduZXItYnJhZGZvcmQtb24tYXZvbi13aWx0c2hpcmUvODIyMjg3MDkyLTIvP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,1 day ago,Full-time,,,2022-12-11 00:29:57.451106,ui ux designer,Bristol
3,UI / UX Artist - Remote/Hybrid,Sumo Digital,Anywhere,via AngelList,"Role @ Auroch Digitial:

Auroch Digital is looking to hire a UI & UX Artist who will help push the art of our game projects to the next level.

The ideal candidate will have experience of game production cycles, specifically in creating detailed, usable concepts for game assets.

Responsibilities:
• Create mood-boards, wireframes, sketches and storyboards.
• Create UX wireframes.
• Creating working prototypes in a prototyping software of your choice (e.g Figma) to demonstrate a User Experience flow before UI design.
• Create polished UI mock-ups in Photoshop from the UX groundwork.
• Export these assets ready for implementation into games.
• Working closely with the project’s team to create a design that is accessible and excellent to use and interact with.

Requirements:
• Experience in the games industry.
• Excellent 2D skills.
• Highly proficient in Adobe Photoshop and Illustrator.
• Highlight proficient in white boxing and prototyping tools, for instance: Figma.
• Interest in... accessibility and inclusivity in design.

Desirable:
• Excellent understanding of UX principles to better understand users and interaction with the interface.
• A desire to learn UI implementation in engine (either Unreal or Unity).

Sumo Digital focuses on Games. Their company has offices in Sheffield. They have a large team that's between 501-1000 employees.

You can view their website at https://sumo-digital.com or find them on LinkedIn",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBoTRZnVvKhEOXcDTFPH-GAJ7AA70DXJVjSkQtPck&s,"['Work from home', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJVSSAvIFVYIEFydGlzdCAtIFJlbW90ZS9IeWJyaWQiLCJodGlkb2NpZCI6Ii0wWFNsZGNpZ3p3QUFBQUFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0llUW5KcGMzUnZiQ3hGYm1kc1lXNWtMRlZ1YVhSbFpDQkxhVzVuWkc5dCIsImdsIjoidXMiLCJobCI6ImVuIiwiZmMiOiJFb3dDQ3N3QlFVRjBWbXhpUWtzNGQxaGhUVWx2T0ZsR1FqVnlhMVZZTTNkb01XZFlORkkyZEdzek9GVXlNWEpTY3poclMybEJkMmhsTURSa09Fd3lkVUY1TkhwS1VqVlVia2cyZFdSMlYwNTBXVXBzT1hCSldGWk5iRk5EU0hOb1NreDRTbTloTUZoSVNUVktUM0JxVjJVdFN5MHlVMlZJU2s1R1kwVlFkWFIxZFhnMmRIWTRkM1V6UzNwRWJsOWhNbFZEWjNBNFV6TnRVRkowWkVsdlZsRTRZMFJFUlZkV1VtRlVUMnhqWTFkd1VXRjVPSFkzTUhvNVJGVlZNMmc1ZUhWRlZYRk5aRTVQVVdsWFVIcFliR2xpRWhkb1ExTldXVjloUWt4bE5uZHhkSE5RYjNCeFFtZEJaeG9pUVVSVmVVVkhaRWt3VEVRNVZ6TTNXWGRrWlRGaU1VRk1UREY1UzNoc2QxUXhRUSIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzUiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gQW5nZWxMaXN0IiwibGluayI6Imh0dHBzOi8vYW5nZWwuY28vY29tcGFueS9zdW1vLWRpZ2l0YWwvam9icy8yMDc5NTg3LXVpLXV4LWFydGlzdC1yZW1vdGUtaHlicmlkP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,,Full-time,,True,2022-12-11 00:29:57.451106,ui ux designer,Bristol
4,UI/UX Designer - iOS & Android Apps,Salt Search,Anywhere,via reed.co.uk,"UI/UX Designer
Fully Remote
£45-55,000 + Benefits

My client is on a mission to provide high-level household Technology worldwide. They are looking for an experienced UX/UI Designer who can craft meaningful user journeys that are orientated to iOS and Android Applications.

Requirements:
• Extensive end-to-end UI and UX design specifically within a mobile app design team
• A love for music and streaming services
• Happy to work as the sole Designer within the business
• Experience using tools such as Jira and Confluence

Your main responsibilities
• Creating and Implementing new Features.
• User research
• Collaborating with Stakeholders.
• Taking ownership of the full end to end Design Process",,"['£45K–£55K a year', 'Work from home', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJVSS9VWCBEZXNpZ25lciAtIGlPUyBcdTAwMjYgQW5kcm9pZCBBcHBzIiwiaHRpZG9jaWQiOiI5SmhDeWFueWM1UUFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJZVFuSnBjM1J2YkN4RmJtZHNZVzVrTEZWdWFYUmxaQ0JMYVc1blpHOXQiLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRXZjQkNyY0JRVUYwVm14aVFqbFpNbUZOYVVjMlkzaEllVVozV0VZMVV6a3hjbkZyTFRSRFZtaHhRbWhHYmpWMVRuaEhUbEZIUTNNd2VUWndMVEpqYkhOTGRIZzNSMTh0U1ZwZk5HaFJaVloxVmkxc2EybE9kVGxUVFVGblNHbHJibUpYTTNSV1RtdEtMVTR6V1dVNFJVY3llVEZmYlhJdGJXVkROR00yUmtwSmRtcDNNRVJQVVRsVVQwZ3lXV1JOVDBOa1JuRkhiRTFzWkVZMVFqZFphVGRKV2twUFNHMVVUbGRGWkhaamFVeHFXa3MxWkVJNFlWOW1WbGswRWhkb1ExTldXVjloUWt4bE5uZHhkSE5RYjNCeFFtZEJaeG9pUVVSVmVVVkhZM1JTT0dsM2VYSlBaMXBXVEhBMk1uWmxObVpHZWsxVmRXUkNadyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzciLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gcmVlZC5jby51ayIsImxpbmsiOiJodHRwczovL3d3dy5yZWVkLmNvLnVrL2pvYnMvdWktdXgtZGVzaWduZXItaW9zLWFuZHJvaWQtYXBwcy80ODcyNzU1MD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,,Full-time,,True,2022-12-11 00:29:57.451106,ui ux designer,Bristol
5,UI UX Designer,Digitech Resourcing Ltd,"Weston-super-Mare, UK",via Big Country Jobs,"Our client a sports media brand are looking for a Product Designer like yourself, to join their enthusiastic and creative team. They're very proud of their innovative native mobile application and are looking for someone passionate about user experience and mobile products.
• Location: Remote (Office in Bath, meeting in the office once per month)
• Salary: Up to £47,000 per annum, plus benefits
• Skills: U

If your skills, experience, and qualifications match those in this job overview, do not delay your application.

Please click on the apply button to read the full job description",,"['5 days ago', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJVSSBVWCBEZXNpZ25lciIsImh0aWRvY2lkIjoiY0pldGg2T1Y1NVlBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSWVRbkpwYzNSdmJDeEZibWRzWVc1a0xGVnVhWFJsWkNCTGFXNW5aRzl0IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkV2Y0JDcmNCUVVGMFZteGlRblJ4TUdWbmVYYzJVbVp5Um5KdU5EZzNhV2M0Um05VFUyVklYMUJ3VGpKUVJESnhWblZFTjNKWE9IaHhaa3hUTkY5RmVVRTVTMnRuTFVOYVRqZFZSbGRtZW5ocFNraElWVFJFU0VZeGRURTRhMDQwUzFsd2RWRXhTRUozYTBSTlpFaHJibGhhVEZCdWNrVklhMGxVV0ZwNE1FRnBRMVpLUVhaWGQyTjZkVlozVTNWSmR6WmFORGsyTVU1U1NWTndlRVJNUkdWR09FWXpSVzkzYUVSck5qbE1SUzFDWjAxd2RWaHpXV0pDTFdZd0VoZG9RMU5XV1Y5aFFreGxObmR4ZEhOUWIzQnhRbWRCWnhvaVFVUlZlVVZIWTFWM1kwMW1jREJJTldJd1ZFUkVUak51VWt4NE0waHJSWGR1ZHciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY184IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIEJpZyBDb3VudHJ5IEpvYnMiLCJsaW5rIjoiaHR0cHM6Ly9qb2JzLmJpZ2NvdW50cnlob21lcGFnZS5jb20vam9icy91aS11eC1kZXNpZ25lci13ZXN0b24tc3VwZXItbWFyZS1zb21lcnNldC84MTU5OTMwOTctMi8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,5 days ago,Full-time,,,2022-12-11 00:29:57.451106,ui ux designer,Bristol
6,UI/UX Designer,BPM Tech,"Oxford, UK",via My ArkLaMiss Jobs,"Role: UI/UX Designer

Location: Remote based, but the need to travel to the office 2 times a month (Oxford area)

Salary: 50,000 - 65,000pa + Benefits

Skills: UI, UX, Wireframing, Agile

Job Description

My client is looking for an excellent user interface (UI) designer to join their growing applications team working on a wide variety of technical projects. The UI designer will strive to produce easy to use, high-quality solutions for the applications (mobile and desktop) by designing application workflows, working closely with the software development team throughout the implementation process.

You would typically be working in a team of developers and product managers.

Examples of the types of work the UI Designer will be part of include:
• Collaborating with business and development stakeholders to produce designs.
• Designing application workflows and the user experience.
• Wireframing user interfaces.
• Communicating with the software development team throughout... implementation.
• Presenting designs to stakeholders.
• Conducting usability testing.

Candidates must have substantial UI design skills and love to work on projects. They will have a portfolio showcasing mobile and desktop work.

Experience in some of the following would also be advantageous:
• Qt, QML, JS
• Vector graphical asset creation
• Agile Development

This is a permanent position that is predominantly remote based, but does require you to be in the office 2 times a month",,"['29 days ago', '£50K–£65K a year', 'Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJVSS9VWCBEZXNpZ25lciIsImh0aWRvY2lkIjoiUGtHRkRVb21hRTRBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSWVRbkpwYzNSdmJDeEZibWRzWVc1a0xGVnVhWFJsWkNCTGFXNW5aRzl0IiwiZ2wiOiJ1cyIsImhsIjoiZW4iLCJmYyI6IkV2Y0JDcmNCUVVGMFZteGlRalJVWm1WMFgxb3hkRE4xWVd0UVJFSkljbFZrTmtadFNsbEJkMWxTTkMwMVkycG5XbEJET0ZOSE1FeFVaME5FY1Rkc1lUaFJlVEZKVkdkUFYxSldSRVJqTVVKcU5HNXhNVUZ0V1ZCdVdtRmpRV3RLV1hsSU4wbExUVzVzV25sbGRqQnZUVU5PUVRsTVFqVXdNR0pFUW1kRFlrZHphbXA1TmtReFFWbFBTMXA1VkVsemJrbHNPRTF5ZUZBMFVIQjJjVEJ2T1dFMFNFTnlXa2hXYzFVd01XdG5iVlYxTjFkSU0ydEZhamR3ZW5SckVoZG9RMU5XV1Y5aFFreGxObmR4ZEhOUWIzQnhRbWRCWnhvaVFVUlZlVVZIWkhCNVFqUjVYMlUxYkd4emIzVllUMUpWYmxadU1sSTNiWGRUWnciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY185IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIE15IEFya0xhTWlzcyBKb2JzIiwibGluayI6Imh0dHBzOi8vam9icy5teWFya2xhbWlzcy5jb20vam9icy91aS11eC1kZXNpZ25lci1veGZvcmQtb3hmb3Jkc2hpcmUvNzc3NzY5NjYwLTIvP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,29 days ago,Full-time,,,2022-12-11 00:29:57.451106,ui ux designer,Bristol
7,Lead UX Designer,Barnett Waddingham,"Bristol, UK",via Barnett Waddingham - ICIMS,"Overview

Our IT teams are committed to meeting the business’s evolving needs for high-quality technology solutions – we have a long tradition of designing and developing our own software and this continues with a focus on the technology needs of our clients and their customers. We are committed to offering our clients and their customers best-in-class technology solutions with a strong focus on ease of use and simplicity.

We are looking for an experienced and passionate UX expert to join a growing IT team that are developing our client-facing technology platform.

You will play a key role in building our centre of excellence for UX design, working closely with product owners, business analysts, designers and development teams across the business to create and shape key experiences, and build a consistent narrative across our solutions.

Initially you will report to the Product Owner for the BWebstream Platform – our online platform for delivering services to our clients and... professional contacts through the web – based in Bristol. We mix home and office working and have offices around the UK so are flexible on location.

Responsibilities

You will be a champion for all-things UX, promoting design excellence across the business. You will be responsible for supoirting and mentoring our designers across the business. You will need to be hands on, creating and presenting concepts, wireframes, prototypes, interaction and screen designs. You will collaborate with our software teams on the creation and roll-out of a user interface design standard and UI toolkits. You will also work with our product teams to capture feedback, carry out competitor analysis, user research and usability studies.

Qualifications

You will need to demonstrate knowledge of UI/UX principles and best practice, proficiency in UX design and prototyping tools and proven UX design expertise in responsive web applications. You will need an awareness of accessibility issues and principles within web applications. You will have experience workshopping on product design and experience working with software developers and other highly technical peers in an agile environment. You'll need excellent user experience and visual design skills with an attention to detail. You'll need to possess strong communication skills in order to run workshops, design sessions and present design concepts. You'll be pragmatic and flexible as you’ll need to work with delivery teams in a fast-moving commercial environment. You'll display a passion and enthusiasm for the value of great design, adopting a user-centric approach and you'll be a driven, self-starter.

What's in it for you?

Core & Flexible Benefits:
• Competitive discretionary annual bonus
• Core benefits paid for by BW including life assurance, group income protection, private medical cover and 25 days holiday per year with holiday trading
• A generous pension scheme where we contribute 8% of your salary from day one of your employment
• Employee Assistance Programme to support you and your family through any concerns or challenges you may experience
• A comprehensive range of voluntary benefits to suit your life stage and lifestyle including a tech scheme, cycle to work scheme, dental cover, healthcare cash plan, health assessments, critical illness cover, extension of private medical cover or life assurance to family members, gym membership, travel insurance and a broad range of discounts at hundreds of retailers including supermarkets, fitness centres, travel and leisure companies
• Fresh fruit, hot and cold drinks provided free of charge in all of our offices

Giving Something Back:
• 1 paid volunteering day per year as a commitment to our Corporate Social Investment
• Support your favourite charity with the ""Give as You Earn"" option
• Match-funding for individuals raising money for a recognised charity
• Our corporate social investment programme is an integral part of what we do and is focused on ensuring that our overall impact is a positive one. We recognise that we have an impact that goes beyond our core activities.

Values: our values are PRINCIPLED, RESPECT, QUALITY AND PARTNERSHIP - they are important to us and we want them to be important to you as well.

Wellbeing: employee wellbeing has always been important to us and our approach is to create an environment where individuals will be engaged at work, successful in what they do and able to achieve their full potential, benefiting both their self and the business. BW offer a great range of employee benefits as we believe it's important individuals are supported in making choices which are flexible enough to meet their needs and help support their wellness.

Diversity: we are committed to having a diverse and inclusive workforce where people from all backgrounds, beliefs and perspectives can thrive, feel welcome and develop to their full potential. Our recruitment processes are designed to be fair and consistent and enable candidates to compete on a level playing field.

Your progression: we offer career progression opportunities and a focus on training and professional development to provide you with the tools and skills to thrive. We also offer study support for relevant professional or skills qualifications.

Other activities: we have clubs, sporting events, social, cultural and belief groups across our offices if you’d like to join in and meet like-minded people.

Not quite the right opportunity for you this time?

Follow Barnett Waddingham on LinkedIn https://www.linkedin.com/company/barnett-waddingham-llp in order to receive updates and posts about future opportunities, webinars and industry event invites, industry news and insights, exposure to new connections, BW services and new content",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtvisppJNGJ-lYH48WPWcaz2WlF_6xn_RkESXD&s=0,"['Full-time', 'No degree mentioned']",eyJqb2JfdGl0bGUiOiJMZWFkIFVYIERlc2lnbmVyIiwiaHRpZG9jaWQiOiJ5Nm55MUE4QmNKVUFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJZVFuSnBjM1J2YkN4RmJtZHNZVzVrTEZWdWFYUmxaQ0JMYVc1blpHOXQiLCJnbCI6InVzIiwiaGwiOiJlbiIsImZjIjoiRW93Q0Nzd0JRVUYwVm14aVJGcFdkbUZ5TjJZMVRWUkxTRGswUzE4dGVFeHdTMnRNZUZkck9IazFlbWxzWVhRNE5VVnJOamxNUm01b2FIQnRhV1JyTUVKbFVqRjZkSEpITnpkbVpVdEJOR05ST1RkSGNFTlFUM0phV20xbGVFZG9SWFZ2Wm1OVWVVd3pZa2hIWVZWd1RUQkRYMFUxYVRWWVZFbENVbVJHVFU0MVJtTk1PVFJtVkU1U2FqaEZaM1JLTVdNMExVbzBlbXh5VUhOb1ZETlBSMng0TkZwWVkyUjRWbWxsVkhKVVVtdDFObTFFZDJaTVQwTTFhVkJLYzBwcVVEbElhemM0Ym5GU2JUWTVTRFZSZGw5aUVoZG9RMU5XV1Y5aFFreGxObmR4ZEhOUWIzQnhRbWRCWnhvaVFVUlZlVVZIWlVoR1drMUJkMDVCVTE5TlZVaHNhMVphWkZwSWRWWnZhMFJQZHciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBkaXJlY3RseSBvbiBCYXJuZXR0IFdhZGRpbmdoYW0gLSBJQ0lNUyIsImxpbmsiOiJodHRwczovL2NhcmVlcnMtYmFybmV0dC13YWRkaW5naGFtLmljaW1zLmNvbS9qb2JzLzEyNTQvbGVhZC11eC1kZXNpZ25lci9qb2I/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,,Full-time,,,2022-12-11 00:29:57.451106,ui ux designer,Bristol
